text,star,app_id,reviewDate,model_score,grammr_score
This is very useful application app,5,com.mitron.tv,19/03/21,471.45547,5.708905029296874
Very nice  wish you like all luck and success I really like it very much application,5,com.mitron.tv,19/03/21,484.11084,3.1778320312500052
This application beautiful application so beautiful and amazing application,5,com.mitron.tv,19/03/21,842.0797,0.0
A best and wondering app.nice service and awesome app,5,com.mitron.tv,19/03/21,937.7483,0.0
This is application good my like family and friends to use this app,5,com.mitron.tv,19/03/21,408.7158,18.25684204101562
"Very very good and nice app. Republic Bharat TV. Jan ki bat, mann ki bat. Indian social media",5,com.mitron.tv,19/03/21,318.3396,36.332080078124996
One of my favourite application everyone should try this app is recommended to all,5,com.mitron.tv,19/03/21,202.55063,59.489874267578124
Awesome application. Better than Tiktok. Faster than Tiktok. Better user experience than Tiktok. The key point is; its Indian Application,5,com.mitron.tv,19/03/21,58.489468,88.30210647583007
This is a best application in the Play store I really like this very much app,5,com.mitron.tv,19/03/21,153.12634,69.3747314453125
Very very very nice and easy to use no ads nothing any issues,5,com.mitron.tv,19/03/21,75.39059,84.92188262939453
Wow is a great short video application I really useful application,5,com.mitron.tv,19/03/21,363.3459,27.330822753906247
Mitron is really an amazing indian short video app. Really satisfied.,5,com.mitron.tv,19/03/21,336.65573,32.668853759765625
Very nice Mitron - India's Original good app it is very useful app,5,com.mitron.tv,19/03/21,1367.1073,0.0
Mitron is a great application I am daily using this application,5,com.mitron.tv,19/03/21,206.089,58.78219909667969
Indian original short video application i like this application..,5,com.mitron.tv,19/03/21,1060.3142,0.0
That's indias no.1 short video app at playstore its working very well and fast so I really impressed...,5,com.mitron.tv,19/03/21,596.67676,0.0
"It is really very nice app..and main thing is it is Indian app,,,",5,com.mitron.tv,19/03/21,288.16278,42.36744384765625
I have never seen this type of application personally love,5,com.mitron.tv,19/03/21,117.47134,76.50573272705078
This is one of the bestest short video app in india. Please try it now.,5,com.mitron.tv,19/03/21,53.410576,89.31788482666015
Best this application short video application awesome this application.,5,com.mitron.tv,19/03/21,1353.4601,0.0
This is really amazing and beautiful applicateion for me and us I am happy to after use this application,5,com.mitron.tv,19/03/21,314.6922,37.06156005859375
Superb application for short videos I like this app I aggre this is a best app,5,com.mitron.tv,19/03/21,431.29755,13.74049072265625
Such a good app its features is awesome you can make short videos easily i like it.,5,com.mitron.tv,19/03/21,206.767,58.64660034179687
"Awesome quality, many more activities, different types of Campaigns here Mitron #DeshkaApp",5,com.mitron.tv,19/03/21,652.7147,0.0
Original India Short Videos App Short Video Social Community I'm impressed with this app,5,com.mitron.tv,19/03/21,406.70035,18.659930419921878
One of the best short videos platform its provide us good quality short videos so I like it really,5,com.mitron.tv,19/03/21,214.78766,57.042468261718746
Good and new stickers are available in it.All stickers are free,5,com.mitron.tv,19/03/21,88.38176,82.32364807128907
Most great experience and talented and brilliant really assowme working app,5,com.mitron.tv,19/03/21,1853.9177,0.0
It's interface is so simple to use this application is really one of the best app I found ever..,5,com.mitron.tv,19/03/21,66.26129,86.74774169921875
This is Super Duper Very good Nice Application I love,5,com.mitron.tv,19/03/21,439.72403,12.055194091796873
Highly Recommend its features is awesome you can make short videos easily i like it.,5,com.mitron.tv,19/03/21,242.70682,51.45863647460938
"this is bettr then moj , Instagram ,etc all I love this app .  really the quality of these vedios are very good .",5,com.mitron.tv,19/03/21,471.88797,5.622406005859371
There are good and viral short video shows in it.highly recommended,5,com.mitron.tv,19/03/21,453.5818,9.283642578124995
"Mitron is very awesome app, you can watch short videos anytime or anywhere",5,com.mitron.tv,19/03/21,128.40126,74.31974792480469
This application is better than other application according to me,5,com.mitron.tv,19/03/21,194.196,61.16080017089844
Brilliant application awesome application helping good working application..,5,com.mitron.tv,19/03/21,1377.8632,0.0
This app was awesome and really great I really like this application it was the best india mitron app it a republic bharat tv ....,5,com.mitron.tv,19/03/21,283.08,43.384002685546875
Application bis very nice as compared to the other applications .....,5,com.mitron.tv,19/03/21,330.6586,33.86828002929687
Best made in india app for online short videos,5,com.mitron.tv,19/03/21,452.60242,9.479516601562498
this is one of the best application easy to use I'm impressed with this app,5,com.mitron.tv,19/03/21,64.04946,87.19010772705079
I am very interested Mitron India Original Sport app it is very important app,5,com.mitron.tv,19/03/21,1183.4583,0.0
Mitran free online short video status creator app,5,com.mitron.tv,19/03/21,7012.822,0.0
Good application working good excellent application. Awesome application,5,com.mitron.tv,19/03/21,677.32764,0.0
This app is very good and better than others applications .......,5,com.mitron.tv,19/03/21,204.23164,59.15367126464843
Amazing Application in play store indias short video platform fast and quick,5,com.mitron.tv,19/03/21,2168.3115,0.0
This app was awesome and really great I really like this application it was the best india mitron app it a republic bharat tv ...,5,com.mitron.tv,19/03/21,260.0779,47.98441772460937
Easy to use and fully satisfied to use this application very good,5,com.mitron.tv,19/03/21,159.07967,68.18406677246094
I can talk the all person please download this app. This app is great.,5,com.mitron.tv,19/03/21,148.15558,70.36888427734375
Very nice Mitron India Original Sport app it is very good app,5,com.mitron.tv,19/03/21,1085.3677,0.0
Excellent application in play store original short video platform fast and quick,5,com.mitron.tv,19/03/21,1862.319,0.0
This application is really one of the best app I found on the Play Store for the making short videos..,5,com.mitron.tv,19/03/21,67.67078,86.46584472656251
this is the best short video maker I just loved it highly recommended that,5,com.mitron.tv,19/03/21,338.75797,32.248406982421876
Best online short videos deo app where you can enjoy unlimited videos,5,com.mitron.tv,19/03/21,462.0632,7.587359619140621
This is the best app very good app and wonderful app and wonderful app,5,com.mitron.tv,19/03/21,85.525406,82.89491882324218
This is so good and best original short video maker application.i am so happy to using,5,com.mitron.tv,19/03/21,365.1242,26.975158691406254
I also recommend person download this app. This app is great..,5,com.mitron.tv,19/03/21,103.762,79.24759979248047
One of the best application so quickly install the application,5,com.mitron.tv,19/03/21,511.70468,0.0
Amazing Android app please download the app i highly recommend this app,5,com.mitron.tv,19/03/21,114.51638,77.09672393798827
Highly Recommend its features is awesome you can make short videos easily i like it.,5,com.mitron.tv,19/03/21,242.70682,51.45863647460938
It was so nice working app for short video maker application.i am so like this,5,com.mitron.tv,19/03/21,496.79126,0.6417480468750014
This is the best app very good app and wonderful app and very nice,5,com.mitron.tv,19/03/21,86.05278,82.78944396972656
Good app but one problem this time it's not show my gallery video pls fix it Republic Bharat,5,com.mitron.tv,19/03/21,478.42813,4.314373779296876
One of the best application for short video application for the very nice,5,com.mitron.tv,19/03/21,193.76118,61.24776306152344
it is really fantastic applicationI so I'm using it's application,5,com.mitron.tv,19/03/21,354.5445,29.09110107421875
It is very good and very useful application so fast download this application,5,com.mitron.tv,19/03/21,140.15721,71.9685577392578
Very beautiful Indian short video status apps this WhatsApp status good,5,com.mitron.tv,19/03/21,12877.389,0.0
"Amazing and easy to use app, so I'm using it's application it is really fantastic applicationI",5,com.mitron.tv,19/03/21,81.56639,83.68672180175781
This is a very wonderful Indian short video HD status application,5,com.mitron.tv,19/03/21,1434.4907,0.0
A,4,com.mitron.tv,19/03/21,,0.0
Good experience,5,com.mitron.tv,19/03/21,7396.047,0.0
pankaj aarya,5,com.mitron.tv,19/03/21,3124.6965,0.0
Good,4,messenger.messenger.messanger.messenger,19/03/21,,0.0
agaran,5,messenger.messenger.messanger.messenger,19/03/21,17163.408,0.0
Great city game,5,com.ea.game.simcitymobile_row,19/03/21,6273.8555,0.0
Enjoying the game so far,5,com.ea.game.simcitymobile_row,19/03/21,32.04409,93.59118194580078
3 years and getting better all the time!! 5! 6! #Edited,5,com.ea.game.simcitymobile_row,19/03/21,262.35318,47.529364013671874
Nice game,3,com.ea.game.simcitymobile_row,19/03/21,2355.0483,0.0
BEST Simulator in the world,5,com.ea.game.simcitymobile_row,19/03/21,1214.5135,0.0
Factory production is bad when working with epic buildings,4,com.ea.game.simcitymobile_row,19/03/21,555.49176,0.0
EA Sports. It's in the microtransaction,1,com.ea.game.simcitymobile_row,19/03/21,83.80139,83.23972167968749
good rate for best grafics,5,com.ea.game.simcitymobile_row,19/03/21,1411.5394,0.0
Challenging,5,com.ea.game.simcitymobile_row,19/03/21,56.228016,88.75439682006837
It is really fun,5,com.ea.game.simcitymobile_row,19/03/21,146.70116,70.6597686767578
This game can be addictive. Take the challenge yourself...,5,com.ea.game.simcitymobile_row,19/03/21,88.579216,82.2841567993164
i love it,5,com.ea.game.simcitymobile_row,19/03/21,318.5727,36.28546142578125
Best strategy game ever played (It is my own opinion)..,5,com.ea.game.simcitymobile_row,19/03/21,172.35391,65.52921752929689
"I do not recommend this game unless you have job earnings of 2500 per week at least, otherwise it is very slow and cumbersome. Good game though I gave it nearly 3 years and over 400 dollars not worth it the rewards are very small. Highly addictive especially if you are a sim fan, it's been over 3 years now I have been tempted. Just remember the glitches and crashes.",1,com.ea.game.simcitymobile_row,19/03/21,64.593216,87.08135681152343
SimCity buildit is a very great game lm willing to vouch for this game,5,com.ea.game.simcitymobile_row,19/03/21,293.869,41.226202392578124
"everything is good, just hard to make money",4,com.ea.game.simcitymobile_row,19/03/21,47.932186,90.4135627746582
Hello any one tell how to play im new,3,com.ea.game.simcitymobile_row,19/03/21,388.31885,22.336230468749996
I love this game,5,com.ea.game.simcitymobile_row,19/03/21,65.867836,86.82643280029296
"I've been playing Simcity Build for a while now and I enjoy playing it. But I've encountered a problem today. Today , I purchased the Premium pass for contest of Mayors and paid 449 indian rupees via google pay. I received a message regarding the payment which was successful. But in the game, i couldn't unlock premium pass even after successful payment, I request you to fix my problem as soon as possible.  This is the third time it happened! Is there a problem in this season?",1,com.ea.game.simcitymobile_row,19/03/21,51.551174,89.68976516723632
Hard to play,3,com.ea.game.simcitymobile_row,19/03/21,86.36289,82.72742156982422
"It's a good game and it's really very amazing for children , teen and adults. Enyone can play this game even if they are of 60 age . It's the game I had ever seen",5,com.ea.game.simcitymobile_row,19/03/21,78.6678,84.26643981933594
Good,5,com.ea.game.simcitymobile_row,19/03/21,,0.0
Good,5,com.ea.game.simcitymobile_row,19/03/21,,0.0
Just keeps giving,5,com.ea.game.simcitymobile_row,19/03/21,2325.1619,0.0
I hate the bashers who says its very hard to solve their city's problems. They didnt know that it was part of the game,5,com.ea.game.simcitymobile_row,19/03/21,74.73515,85.05296936035155
 ,5,com.ea.game.simcitymobile_row,19/03/21,,0.0
Verugood,4,com.ea.game.simcitymobile_row,19/03/21,5817.239,0.0
"I've been playing SimCity all the way back from the 90s on the original PlayStation. What can I say, it's still stands the test of time. Graphics are extremely good too.",5,com.ea.game.simcitymobile_row,19/03/21,25.586514,94.88269729614258
Great game just very stingy on the simoleons,4,com.ea.game.simcitymobile_row,19/03/21,553.82025,0.0
 ,5,com.ea.game.simcitymobile_row,19/03/21,,0.0
Good,5,com.ea.game.simcitymobile_row,19/03/21,,0.0
In design challenge i leave my landmark and some landscape there. But i cant get it back!!! Where is it!!!!,1,com.ea.game.simcitymobile_row,19/03/21,291.07462,41.78507690429687
Fun game,5,com.ea.game.simcitymobile_row,18/03/21,5283.6553,0.0
simcity is a very fun game im always playing it i like the how you run your own city but now simcity keeps stopping and dosent let me in i would be very greatful if you guys could have a look at the porblem it could happening to other people to im not sure tho,3,com.ea.game.simcitymobile_row,19/03/21,132.5073,73.49854125976563
I like this game.,4,com.ea.game.simcitymobile_row,19/03/21,36.67307,92.66538619995117
Awesomeee!!!!!,5,com.ea.game.simcitymobile_row,19/03/21,20713.312,0.0
Simloens is impossible to get because almost every thing in the game is to expensive. It so frustrating,1,com.ea.game.simcitymobile_row,19/03/21,135.10942,72.97811584472656
Wonderfull game,5,com.ea.game.simcitymobile_row,19/03/21,5233.93,0.0
Played since 2015. The game is great. Updates make the town look better. Wish i had ways to expand easier though. The construction icons are hard late game to find.,4,com.ea.game.simcitymobile_row,19/03/21,140.91016,71.81796874999999
Nice game,5,com.ea.game.simcitymobile_row,19/03/21,2355.0483,0.0
"This game is a very good game. This game can be played both offline and online. But the pictures on Tokyo houses are not good. If those pictures were pictures of a good landscape, the Tokyo house would be more beautiful.",5,com.ea.game.simcitymobile_row,19/03/21,31.659561,93.66808776855468
Good,5,com.ea.game.simcitymobile_row,19/03/21,,0.0
Great game ever,5,com.ea.game.simcitymobile_row,19/03/21,2029.1488,0.0
"It's actually a good game dispite the huge amount of bugs. I would have liked it more if you added a highway after ""Bulavard"". Thanks!...?",5,com.ea.game.simcitymobile_row,19/03/21,114.332726,77.13345489501953
Great,5,com.ea.game.simcitymobile_row,19/03/21,,0.0
"Compiling materials takes far too long -HOURS in some cases, things that take a long time to make sell for a disproportionate amount of simoleons. Nothing should take more than an hour to build. Fair game.",3,com.ea.game.simcitymobile_row,19/03/21,79.25478,84.14904327392578
"can you play that game, green farm better than your game at least he gives a respective amount of resources but you if you don't know how to make a game then don't make and don't upload",1,com.ea.game.simcitymobile_row,19/03/21,89.62635,82.0747299194336
Hii your game so beutyful but your online please full game is ofline,5,com.ea.game.simcitymobile_row,19/03/21,1623.9647,0.0
I love the concept of the game. I wish there were more weather instead of just rain from time to time. It takes a while to level up and finding items that you need it very hard to find sometimes. Other than that. Great game,4,com.ea.game.simcitymobile_row,19/03/21,30.564054,93.88718910217285
Guys this game is a world dream,5,com.ea.game.simcitymobile_row,19/03/21,330.10547,33.978906249999994
Its fun,5,com.ea.game.simcitymobile_row,19/03/21,8449.991,0.0
"This app is built to create a strong demand to pay real cash in order to meet the demands of each level. If you don't want to pay your Sim City will always be lacking, and will struggle to thrive.",2,com.ea.game.simcitymobile_row,19/03/21,55.23939,88.95212173461914
I give it a 4 star because I would be nice when u visit the trade market you could have opinions on what ever you looking for just my opinion,4,com.ea.game.simcitymobile_row,19/03/21,120.56018,75.88796386718751
I love this game too,1,com.ea.game.simcitymobile_row,19/03/21,90.31086,81.93782806396484
"I wanna build forever , Been building for 8 years now",5,com.ea.game.simcitymobile_row,19/03/21,372.92798,25.414404296875006
If you like the Simcity games you will enjoy this.,3,com.ea.game.simcitymobile_row,19/03/21,60.031223,87.99375534057617
"It's good game and fun but it would be more nice if it could have some changes like; more traffic,more crime,politics,military or like Military coup,different buildings.",3,com.ea.game.simcitymobile_row,19/03/21,138.63898,72.27220458984375
Great game to play.,5,com.ea.game.simcitymobile_row,19/03/21,39.01699,92.19660186767578
Great game,5,com.ea.game.simcitymobile_row,19/03/21,2403.0005,0.0
"gamenya semakin di upgrade malah semakin seru!!!!!!!!!................... Grafik nya seru yaaa 3d bukan 2d hahahahahaha.... ........ Barangnya tambahin lagi dong biar seru hahahahaha............ Station/kereta api kalo bisa, bisa anterin barang dooooong .............................................semoga permintaanku terkabul aaaamiiiiin",5,com.ea.game.simcitymobile_row,19/03/21,341.49142,31.701715087890626
It forces a slow game to encourage you to spend money but it can work without parting with cash.,4,com.ea.game.simcitymobile_row,19/03/21,93.92116,81.21576843261718
Good very realistic cuz it takes time to get money,5,com.ea.game.simcitymobile_row,19/03/21,180.19435,63.96112976074219
Great game,5,com.ea.game.simcitymobile_row,18/03/21,2403.0005,0.0
"Just like any other EA game it is pay to play/win which is sad to see. Other than that, the game has amazing graphics and a large map to build your own city however you want.",5,com.ea.game.simcitymobile_row,18/03/21,33.586475,93.2827049255371
A lot of videos but great game overall.,5,com.ea.game.simcitymobile_row,18/03/21,322.9536,35.40927734375
I have played this game before and is very fun but it is hard to get items you need,4,com.ea.game.simcitymobile_row,18/03/21,32.099106,93.5801788330078
 ,5,com.ea.game.simcitymobile_row,18/03/21,,0.0
Fine,2,com.ea.game.simcitymobile_row,18/03/21,,0.0
Too unrealistic/cartoonist,1,com.ea.game.simcitymobile_row,18/03/21,706.5239,0.0
"It's really awesome and behaviour of there staffs are very good, also disbursement process is also smooth",5,com.tatacapital.moneyfy,19/03/21,232.45244,53.50951232910156
One of the best apps currently available on playstore for fulfilling financial requirements which are unforeseen.,5,com.tatacapital.moneyfy,19/03/21,168.65816,66.26836853027343
I would highly recommend using this app incase of emergency.,5,com.tatacapital.moneyfy,19/03/21,59.161655,88.16766891479493
Call me back,5,com.tatacapital.moneyfy,19/03/21,108.71349,78.2573013305664
Worst app. Unnecessary wasted time,1,com.tatacapital.moneyfy,18/03/21,430.93552,13.812896728515621
Wow my sweet gema,5,com.king.candycrushsodasaga,19/03/21,2667.2761,0.0
Great game,5,com.king.candycrushsodasaga,19/03/21,2403.0005,0.0
Nice game I love it,5,com.king.candycrushsodasaga,19/03/21,127.98639,74.40272216796875
Nice game,5,com.king.candycrushsodasaga,19/03/21,2355.0483,0.0
Super,4,com.king.candycrushsodasaga,19/03/21,,0.0
Dont connection,1,com.king.candycrushsodasaga,19/03/21,54182.387,0.0
Awesome game,5,com.king.candycrushsodasaga,19/03/21,2189.4368,0.0
Love it....,5,com.king.candycrushsodasaga,19/03/21,1253.8762,0.0
Great,5,com.king.candycrushsodasaga,19/03/21,,0.0
Great fun love it can't stop playing,5,com.king.candycrushsodasaga,19/03/21,307.31003,38.537994384765625
Good,5,com.king.candycrushsodasaga,19/03/21,,0.0
Super,4,com.king.candycrushsodasaga,19/03/21,,0.0
Awsome super nice,5,com.king.candycrushsodasaga,19/03/21,7321.678,0.0
Saya Sudah masuk level 68171,5,com.king.candycrushsodasaga,19/03/21,14301.368,0.0
Hi hello super,5,com.king.candycrushsodasaga,19/03/21,20766.379,0.0
Nice game,5,com.king.candycrushsodasaga,19/03/21,2355.0483,0.0
This sht boring asf,1,com.king.candycrushsodasaga,19/03/21,6196.6484,0.0
"I don't know what's wrong with Play store I was high on levels and it wouldn't update, I lost my levels and have to start off again from level one this is ridiculous it took me years to get to level 143 now I'm back down to level 1 this is starting to suck big time",1,com.king.candycrushsodasaga,19/03/21,51.63418,89.67316436767578
Fun,5,com.king.candycrushsodasaga,19/03/21,,0.0
Very good,5,com.king.candycrushsodasaga,19/03/21,405.5945,18.88109741210937
Love it,5,com.king.candycrushsodasaga,19/03/21,267.64197,46.471606445312496
Good game,3,com.king.candycrushsodasaga,19/03/21,2247.7815,0.0
Great,5,com.king.candycrushsodasaga,19/03/21,,0.0
Nice,5,com.king.candycrushsodasaga,19/03/21,,0.0
"Pre-installed garbage. Funny how they won't even let you review the pre-installed version, so I had to remove it, then reinstall it, write this review, then remove it again. Because they know nobody wants it. Trashy app from a trash company for trash people.",1,com.king.candycrushsodasaga,19/03/21,40.477955,91.9044090270996
"Nice game,,,stress free",5,com.king.candycrushsodasaga,19/03/21,2898.0674,0.0
ay love you to Candy Crash,5,com.king.candycrushsodasaga,19/03/21,3302.094,0.0
Been playing this game for years and years. Still love it.!!!,5,com.king.candycrushsodasaga,19/03/21,31.648506,93.67029876708985
Nice game,5,com.king.candycrushsodasaga,19/03/21,2355.0483,0.0
interesting game.,4,com.king.candycrushsodasaga,19/03/21,109.294075,78.1411849975586
Very good,4,com.king.candycrushsodasaga,19/03/21,405.5945,18.88109741210937
OK,5,com.king.candycrushsodasaga,19/03/21,,0.0
Good,5,com.king.candycrushsodasaga,19/03/21,,0.0
it's good and very interesting,5,com.king.candycrushsodasaga,19/03/21,103.032166,79.39356689453125
I've RSVP so tbsp scalp ram furn by[to,5,com.king.candycrushsodasaga,19/03/21,73330.73,0.0
Relaxing,5,com.king.candycrushsodasaga,19/03/21,154.56815,69.08637084960938
My Fafrat,4,com.king.candycrushsodasaga,19/03/21,19237.512,0.0
It's good,5,com.king.candycrushsodasaga,19/03/21,54.89015,89.02197036743165
Good,5,com.king.candycrushsodasaga,19/03/21,,0.0
All the way to the topp,5,com.king.candycrushsodasaga,19/03/21,87.50337,82.49932556152343
Nice,5,com.king.candycrushsodasaga,19/03/21,,0.0
Nice Game,5,com.king.candycrushsodasaga,19/03/21,10309.861,0.0
Nice game,5,com.king.candycrushsodasaga,19/03/21,2355.0483,0.0
Wonderful experience,5,com.king.candycrushsodasaga,19/03/21,1362.6193,0.0
Super game,5,com.king.candycrushsodasaga,19/03/21,4182.4746,0.0
Fun to play,5,com.king.candycrushsodasaga,19/03/21,46.60395,90.67920989990235
Candy crush amazing game,5,com.king.candycrushsodasaga,19/03/21,11792.279,0.0
this is the game i will play until i die,5,com.king.candycrushsodasaga,19/03/21,28.734411,94.2531177520752
 ,5,com.king.candycrushsodasaga,19/03/21,,0.0
The classical!,5,com.king.candycrushsodasaga,19/03/21,64493.63,0.0
"Very entertaining, there should be a way out of some level if stuck up for more than 15 rounds.",4,com.king.candycrushsodasaga,19/03/21,96.53621,80.69275817871093
my favourite game,5,com.king.candycrushsodasaga,19/03/21,1532.1129,0.0
Cany Crush,5,com.king.candycrushsodasaga,19/03/21,84982.5,0.0
Keeps on freezing and crashing.,1,com.king.candycrushsodasaga,19/03/21,329.27542,34.14491577148438
I never tried using it yet.,1,com.king.candycrushsodasaga,19/03/21,84.59787,83.08042602539064
Super,5,com.king.candycrushsodasaga,19/03/21,,0.0
Nice free time game,1,com.king.candycrushsodasaga,19/03/21,810.31726,0.0
Fun better than it use tobe,5,com.king.candycrushsodasaga,19/03/21,446.25632,10.748736572265628
Absolutely great app,5,com.king.candycrushsodasaga,19/03/21,1921.866,0.0
I just passed 3985 level. And thats it? No more?,4,com.king.candycrushsodasaga,19/03/21,274.57983,45.084033203124996
I like it,5,com.king.candycrushsodasaga,19/03/21,71.7623,85.64754028320313
Nice!,4,com.king.candycrushsodasaga,19/03/21,365.41418,26.917163085937503
Wow,5,com.king.candycrushsodasaga,19/03/21,,0.0
Not poto,1,com.king.candycrushsodasaga,19/03/21,28472.902,0.0
A love you,5,com.king.candycrushsodasaga,19/03/21,1925.7573,0.0
Hours of fun,5,com.king.candycrushsodasaga,19/03/21,176.66232,64.66753540039063
Nice app,5,com.microsoft.office.outlook,19/03/21,16875.27,0.0
Yes awesome,5,com.king.candycrushsodasaga,19/03/21,104453.13,0.0
One of my favorite,4,com.king.candycrushsodasaga,19/03/21,9.950309,98.00993824005127
Not ok,1,com.king.candycrushsodasaga,19/03/21,34634.95,0.0
Nice,5,com.king.candycrushsodasaga,19/03/21,,0.0
Great!,5,com.king.candycrushsodasaga,19/03/21,621.4636,0.0
I like all so is game,5,com.king.candycrushsodasaga,19/03/21,1194.7148,0.0
Very nice,4,com.king.candycrushsodasaga,19/03/21,3656.5212,0.0
Nice,3,com.king.candycrushsodasaga,19/03/21,,0.0
i like this game..its make me enjoy when I played it..,5,com.king.candycrushsodasaga,19/03/21,126.75228,74.64954376220703
Nice,5,com.king.candycrushsodasaga,19/03/21,,0.0
This is very good game,5,com.king.candycrushsodasaga,19/03/21,95.70803,80.85839385986328
Super game,4,com.king.candycrushsodasaga,19/03/21,4182.4746,0.0
Old,3,com.king.candycrushsodasaga,19/03/21,,0.0
Just love playing helps me relax!!,5,com.king.candycrushsodasaga,19/03/21,975.689,0.0
Very Entertaining,5,com.king.candycrushsodasaga,19/03/21,387.93723,22.412554931640628
simple and addiction.. unfortunately for my Redmi 4A this game is a little bit 'heavy'..,4,com.king.candycrushsodasaga,19/03/21,186.66272,62.6674560546875
Good,5,com.king.candycrushsodasaga,19/03/21,,0.0
Enjoyment,4,com.king.candycrushsodasaga,19/03/21,5287.7935,0.0
Love the games keep up the good work in making all even better still well done every one,5,com.king.candycrushsodasaga,19/03/21,231.7091,53.6581787109375
I enjoy playing Candy Crush Soda Saga,5,com.king.candycrushsodasaga,19/03/21,82.723915,83.45521697998046
"Good I got it back, I can say I am back on track.",5,com.king.candycrushsodasaga,19/03/21,23.489986,95.30200271606445
 ,5,com.king.candycrushsodasaga,19/03/21,,0.0
Its fun,5,com.king.candycrushsodasaga,19/03/21,8449.991,0.0
Wow,5,com.king.candycrushsodasaga,19/03/21,,0.0
It fun,5,com.king.candycrushsodasaga,19/03/21,15008.545,0.0
Nice,5,com.king.candycrushsodasaga,19/03/21,,0.0
Dhivya,5,com.king.candycrushsodasaga,19/03/21,596.4068,0.0
Gud gem,5,com.king.candycrushsodasaga,19/03/21,224506.31,0.0
Excellent,5,com.king.candycrushsodasaga,19/03/21,,0.0
 ,5,com.king.candycrushsodasaga,19/03/21,,0.0
Too geared to collecting money! Not enough gold won after each race! Should be at least 10 gold bara.,3,com.king.candycrushsodasaga,19/03/21,246.05618,50.788763427734374
It is good game,5,com.king.candycrushsodasaga,19/03/21,203.47287,59.30542602539062
"This will aid in protecting against the spread of covid since there was certainly immediate contact in lodging centres. This material will be extremely valuable and virtually all of the syllabus things have been coated completely. The idea of find out, examination, Evaluation, and Re-Visions, followed closely inside this program is excellent.",5,com.fliplearn.app,19/03/21,156.6672,68.66655883789062
this app is very amazing and i love this app . Thanks for making this app I have to indicate just about each and each single student utilize this app and produce your finding out easy as well as at a brighter manner. I'm quite pleased to utilize this kind of program that's boosting the wise job that work.,5,com.fliplearn.app,19/03/21,167.05838,66.58832397460938
This app is very awesome along with also a more economical solution to find out complex theories within a less difficult manner. It doesn't just enables college pupils to know however in addition offer thoughts to lecturers too.,5,com.fliplearn.app,19/03/21,228.49345,54.301309204101564
Exercise questions along with also Profession videos gets my mastering practical encounter improved along with also my operation makes improved daily.,5,com.fliplearn.app,19/03/21,4514.9297,0.0
"An excellent program for adequate and decent video-conferencing, '' I really enjoy the program because of its connectivity along with characteristics. It's a rather handy and userfriendly program. Many thanks so far better. Instruction through electronic technologies just ahead of COVID has been a expectation, soon immediately right following COVID it's a must. ""upgrad"" will be unquestionably planning to become popular that way. Kudos to workforce upgrad. It is suggested to all of students that particular specific application.",5,com.fliplearn.app,19/03/21,217.28416,56.54316711425782
"an excellent program that really helps fully and fully grasp all of notions. Tests are also all extremely handy, also. I am truly concerned.Your this app is very amazing and i love this app . Thanks for making this app.",5,com.fliplearn.app,19/03/21,139.03183,72.19363403320312
It is very nice and it's really rather valuable to me personally it has both online movie clip style cartoon and online movie clip style outline which has a few queries.,5,com.fliplearn.app,19/03/21,169.90608,66.01878356933594
"Pleasurable app with possibilities which are simple to discover on line and decide on. Pleasant finances to be on the lookout for. Uh, many thanks!",5,com.fliplearn.app,19/03/21,179.52591,64.09481811523438
The very optimal/optimally thing relating to the I take advantage of this app within my own scientific research to understand every single topic greater and a fantastic expertise.,5,com.fliplearn.app,19/03/21,395.56503,20.886993408203125
"Fliplearn has mended everything that's got the faculties of residen students, automatic prep and course test solutions such as colleges.",5,com.fliplearn.app,19/03/21,973.39526,0.0
The cell program comprises a exact user-friendl UI plus a smooth and easy transition in 1 segment for this upcoming. Your this app is very amazing and I love this app. Thanks for making this app.,5,com.fliplearn.app,19/03/21,210.64394,57.87121276855469
"For cell utilization and considering the blended material structure of their interactive classes it provides, so this program is also pretty convenient.Really helpful for me and my daughter.",5,com.fliplearn.app,19/03/21,337.5884,32.48231811523438
"An extremely valuable tool for me personally, especiall throughout the good period of lock-down. The clips are all educational and very intriguing. The instructors ' are also instant to reply to my inquiries.",5,com.fliplearn.app,19/03/21,174.25955,65.14808959960938
customized finding out tourism amazing thing to analyzing it's rather powerful and incredibly beneficial I can suggest that one to utilize it and you'll never repent it.,5,com.fliplearn.app,19/03/21,455.3034,8.939318847656253
They've virtual are living lessons they could cause and add their particular content records video clips displays and a lot more item that they are able to optimize their evaluation astounding job by app workforce.,5,com.fliplearn.app,19/03/21,1198.223,0.0
Faculties may additionally collaborate with this particular specific tool that's just really an exact various way that they could assign homework abstract and goal variety good perform app.,5,com.fliplearn.app,19/03/21,1064.1155,0.0
"Even the huge library characteristic is very nice and of good use, I've read many novels with this particular application quite an extraordinary tool for finding out.",5,com.fliplearn.app,19/03/21,152.65997,69.46800537109374
good,5,com.makemytrip,19/03/21,,0.0
"Growing memories along with IQ of Fliplearn in the order they are able to improve a lot, allot on the match together with finding out.Really helpful for me and my daughter.",5,com.fliplearn.app,19/03/21,319.29126,36.141748046875
The part concept generated maps aid energize each our kids and concept master I am a fan of this particular feature.Nice App from Fliplearn to get the progress details for the particular child.,5,com.fliplearn.app,19/03/21,795.78564,0.0
